co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,campos_processados
44861,Ações de Vigilância e Prevenção de Doenças Crônicas não Transmissíveis (DCNT),30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44861_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397624', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44861, 'titulo': 'Ações de Vigilância e Prevenção de Doenças Crônicas não Transmissíveis (DCNT)', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44861', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46644,Ações estratégicas no cuidado à pessoa idosa na Atenção Primária,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46644_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397628', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46644, 'titulo': 'Ações estratégicas no cuidado à pessoa idosa na Atenção Primária', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46644', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45298,Ações Estratégicas para a Saúde da Pessoa Idosa,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45298_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397632', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45298, 'titulo': 'Ações Estratégicas para a Saúde da Pessoa Idosa', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45298', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
98,Ações para Controle da Tuberculose na Atenção Básica,30,4510421,FIOCRUZ - SE/UNA-SUS,Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/98_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397636', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 98, 'titulo': 'Ações para Controle da Tuberculose na Atenção Básica', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/98', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47001,A dinâmica da violência no contexto familiar,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47001_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397640', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47001, 'titulo': 'A dinâmica da violência no contexto familiar', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47001', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46794,A Enfermagem no Contexto das Hepatites Virais,40,10,UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,Ensino a Distância,Extensão,Treinamento Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46794_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397645', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46794, 'titulo': 'A Enfermagem no Contexto das Hepatites Virais', 'descricao': '', 'carga_horaria': 40, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46794', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal de Ciências da Saúde de Porto Alegre', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46428,A importância da Gestão de Projetos na Administração Pública,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46428_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397653', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46428, 'titulo': 'A importância da Gestão de Projetos na Administração Pública', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46428', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44567,A Interdisciplinaridade no Cuidado ao Paciente com DRC,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44567_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397659', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44567, 'titulo': 'A Interdisciplinaridade no Cuidado ao Paciente com DRC', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44567', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46403,Amamenta e alimenta Brasil: recomendações baseadas no Guia Alimentar para Crianças Brasileiras Menores de 2 anos,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46403_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397663', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46403, 'titulo': 'Amamenta e alimenta Brasil: recomendações baseadas no Guia Alimentar para Crianças Brasileiras Menores de 2 anos', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46403', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45049,"Análise de Situação de Saúde: Conceitos, Interpretação e Uso dos Indicadores de Saúde",30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45049_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397668', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45049, 'titulo': 'Análise de Situação de Saúde: Conceitos, Interpretação e Uso dos Indicadores de Saúde', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45049', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46088,Aperfeiçoamento em Atenção Integral à Saúde - Doenças Negligenciadas,180,4511741,FIOCRUZ - RJ,FIOCRUZ RJ - ICICT,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46088_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397675', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46088, 'titulo': 'Aperfeiçoamento em Atenção Integral à Saúde - Doenças Negligenciadas', 'descricao': '', 'carga_horaria': 180, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46088', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'FIOCRUZ RJ - ICICT', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46813,Aperfeiçoamento em Saúde Mental e Atenção Psicossocial de Adolescentes e Jovens,180,4511621,FIOCRUZ - MS,Fundação Oswaldo Cruz - Mato Grosso do Sul,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46813_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397679', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46813, 'titulo': 'Aperfeiçoamento em Saúde Mental e Atenção Psicossocial de Adolescentes e Jovens', 'descricao': '', 'carga_horaria': 180, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46813', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Mato Grosso do Sul', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46716,Aperfeiçoando a Comunicação no Cuidado em Saúde,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46716_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397685', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46716, 'titulo': 'Aperfeiçoando a Comunicação no Cuidado em Saúde', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46716', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44203,Apoio à Saúde da Família,390,13,UNIFESP,Universidade Federal de São Paulo,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/44203_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397693', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44203, 'titulo': 'Apoio à Saúde da Família', 'descricao': '', 'carga_horaria': 390, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44203', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Pós-Graduação', 'area_tematica': '', 'instituicao': 'Universidade Federal de São Paulo', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45961,ARES e Acesso Aberto,5,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45961_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397703', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45961, 'titulo': 'ARES e Acesso Aberto', 'descricao': '', 'carga_horaria': 5, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45961', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47008,Aspectos operacionais II: estruturação da equipe e tópicos regulatórios em pesquisa ,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47008_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397707', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47008, 'titulo': 'Aspectos operacionais II: estruturação da equipe e tópicos regulatórios em pesquisa ', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47008', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47009,Aspectos operacionais III: implementação e acompanhamento do estudo,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47009_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:58.397718', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47009, 'titulo': 'Aspectos operacionais III: implementação e acompanhamento do estudo', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47009', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47007,Aspectos operacionais I: organização de documentos e dados de pesquisa,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47007_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:59.611834', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47007, 'titulo': 'Aspectos operacionais I: organização de documentos e dados de pesquisa', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47007', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47010,Aspectos Operacionais IV: Gerenciamento e conclusão do estudo,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47010_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:24:59.611865', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47010, 'titulo': 'Aspectos Operacionais IV: Gerenciamento e conclusão do estudo', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47010', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
